UserID,SignupDate,SignupDay,SignupTime,Age,Gender,City,State,Country,Language,DeviceType,DeviceModel,OSDetails,AppVersion,ISP,AcquisitionSource,Campaign,Adgroup,FirstEventName,LandingPageViewed,ProfileCompleted,NotificationPermissionGiven,FirstSessionDurationSec,FirstSessionEventCount,ViewedPricingPage,ViewedServicePage,UsedSearch,AddedWalletMoneyOnSignupDay,SignupWalletBalance,DevicePriceTier,AcquisitionCostBucket,SignupIntentScore,PremiumDeviceFlag,HighIntentFirstSessionFlag,PaidAcquisitionFlag
200109,2025-12-10,Mon,Afternoon,36,Male,Indore,Tamil Nadu,UAE,Bengali,Android,Oppo F21,Android 14,1.0.1,BSNL,meta,brand_search,B,view_service,1,1,1,175.0,14,1,1,0,0,147.35,Low,Medium,5.7,0,1,1
200110,2025-06-03,Wed,Night,57,Female,Pune,Karnataka,India,Hindi,Web,iPhone 13,iOS 16,1.1.0,BSNL,meta,remarketing,D,view_service,0,0,1,164.0,4,0,1,0,0,198.29,Mid,Medium,1.5,0,0,1
200111,2026-04-17,Fri,Night,23,Male,Chennai,Maharashtra,India,Telugu,Android,iPhone 14,Android 13,2.0.0,ACT,meta,organic,B,promo_click,0,0,1,171.0,12,0,1,0,0,410.17,Mid,Medium,2.5,0,0,1
200112,2025-06-02,Sat,Night,55,Female,Bengaluru,Tamil Nadu,India,Bengali,iOS,OnePlus Nord,iOS 16,1.0.1,Vi,organic,welcome_offer,A,promo_click,0,1,0,877.0,5,0,1,0,0,8.85,Low,Low,4.8,0,1,0
200113,2025-08-10,Sat,Morning,42,Female,Mumbai,Tamil Nadu,India,Tamil,iOS,iPhone 14,iOS 16,1.1.0,ACT,affiliate,brand_search,E,app_launch,0,0,1,192.0,6,0,0,0,0,107.52,Low,Low,0.0,0,0,1
200114,2026-04-12,Sun,Morning,49,Male,Jaipur,Delhi,India,English,Android,iPhone 14,Android 12,2.0.0,ACT,organic,install_campaign,C,signup,1,0,0,620.0,11,0,1,0,0,282.61,Mid,Medium,3.8,0,0,0
200115,2025-01-08,Thu,Afternoon,56,Male,Chennai,Karnataka,India,Telugu,Android,Redmi Note,iOS 17,1.0.1,Airtel,meta,lookalike,C,promo_click,1,0,1,304.0,10,0,1,0,0,81.86,High,Low,2.8,1,0,1
200116,2026-01-26,Sun,Afternoon,55,Female,Mumbai,Karnataka,India,Bengali,iOS,iPhone 13,Android 13,1.1.0,Airtel,google,welcome_offer,E,app_launch,0,0,0,84.0,5,0,0,0,0,140.73,Low,Medium,0.0,0,0,1
200117,2024-12-06,Wed,Morning,24,Male,Mumbai,West Bengal,India,Hindi,Android,Vivo V27,iOS 17,1.0.1,Other,google,install_campaign,E,promo_click,0,1,1,112.0,6,0,1,0,0,263.44,Mid,Low,3.5,0,0,1
200118,2025-06-29,Tue,Afternoon,46,Female,Pune,Maharashtra,India,Telugu,Android,Redmi Note,Android 12,1.2.3,Vi,google,lookalike,D,notification_open,1,0,1,166.0,5,0,1,1,0,101.33,Low,Low,2.5,0,0,1
200119,2025-05-02,Thu,Evening,55,Male,Hyderabad,Karnataka,India,Tamil,Android,Samsung A14,Android 13,1.2.3,BSNL,affiliate,brand_search,B,signup,1,1,0,285.0,7,0,1,1,1,49.78,Mid,Medium,8.8,0,1,1
200120,2025-06-23,Tue,Afternoon,43,Female,Indore,Maharashtra,UK,Bengali,iOS,Vivo V27,Android 12,1.0.1,Other,google,lookalike,E,promo_click,0,1,1,184.0,9,0,0,0,0,268.78,Mid,Low,2.0,0,0,1
200121,2025-03-11,Sun,Night,41,Female,Bengaluru,Maharashtra,India,Tamil,Android,Vivo V27,iOS 17,1.2.3,ACT,crm,organic,E,notification_open,1,1,1,39.0,6,0,0,0,0,50.86,High,High,2.0,1,0,0
200122,2025-12-15,Tue,Afternoon,48,Male,Bengaluru,Delhi,India,English,Android,Oppo F21,Android 14,1.0.1,Vi,google,install_campaign,D,view_home,1,1,0,173.0,11,0,1,0,0,39.47,Mid,Medium,4.5,0,1,1
200123,2025-10-10,Tue,Afternoon,52,Male,Pune,Maharashtra,USA,Bengali,Android,Oppo F21,iOS 17,1.1.0,ACT,crm,brand_search,E,view_service,1,0,0,226.0,9,0,0,0,0,224.43,High,High,0.0,1,0,0
200124,2025-12-16,Mon,Morning,35,Female,Indore,Rajasthan,India,Bengali,Android,OnePlus Nord,Android 12,2.0.0,Airtel,google,welcome_offer,B,app_launch,1,0,1,100.0,12,0,0,1,0,157.8,Mid,Low,2.0,0,0,1
200125,2025-06-14,Sun,Afternoon,48,Male,Mumbai,Tamil Nadu,India,Bengali,Web,Redmi Note,iOS 16,2.1.1,Airtel,meta,brand_search,C,view_home,1,0,1,169.0,8,0,0,0,0,230.56,Mid,Medium,0.0,0,0,1
200126,2025-08-21,Fri,Afternoon,20,Male,Chennai,MP,India,Telugu,Android,OnePlus Nord,iOS 16,2.1.1,Other,affiliate,organic,C,promo_click,0,1,1,51.0,9,0,1,0,0,206.91,Mid,Low,3.5,0,0,1
200127,2025-09-04,Tue,Evening,34,Male,Jaipur,MP,India,Telugu,iOS,iPhone 13,Android 14,1.1.0,ACT,referral,welcome_offer,B,promo_click,1,0,1,165.0,13,1,1,1,0,92.99,Mid,High,4.7,0,1,0
200128,2025-07-26,Tue,Night,53,Male,Chennai,Delhi,USA,Hindi,Android,Redmi Note,Android 14,1.2.3,Jio,affiliate,welcome_offer,B,signup,0,1,1,66.0,6,0,1,0,1,43.85,Low,Low,6.5,0,1,1
200129,2025-11-18,Sat,Afternoon,18,Female,Pune,West Bengal,India,Telugu,iOS,Samsung A14,Android 12,2.1.1,Airtel,crm,organic,D,notification_open,1,0,1,20.0,8,0,0,1,0,86.76,Low,Medium,1.0,0,0,0
200130,2026-01-08,Fri,Evening,40,Male,Mumbai,Delhi,India,Tamil,Android,OnePlus Nord,Android 14,1.0.1,Jio,google,organic,A,app_launch,0,0,0,809.0,7,0,0,1,0,177.34,Mid,Medium,2.3,0,0,1
200131,2025-06-13,Thu,Evening,23,Male,Jaipur,Tamil Nadu,India,Telugu,Android,iPhone 13,Android 12,1.2.3,Other,referral,welcome_offer,D,app_launch,1,0,0,21.0,9,0,0,0,0,39.05,High,Medium,0.0,1,0,0
200132,2026-01-25,Sat,Morning,37,Female,Bengaluru,Delhi,USA,Telugu,Android,iPhone 13,Android 12,2.0.0,ACT,affiliate,lookalike,C,view_home,1,1,0,384.0,11,0,0,0,0,290.27,Low,Low,4.3,0,1,1
200133,2025-04-01,Sun,Morning,52,Male,Pune,West Bengal,India,English,Android,Vivo V27,Android 14,1.1.0,Other,affiliate,welcome_offer,A,signup,0,1,1,291.0,6,0,0,0,0,40.19,High,Low,3.3,1,0,1
200134,2025-06-13,Wed,Morning,28,Male,Bengaluru,Tamil Nadu,India,Telugu,Android,Samsung A14,Android 13,2.1.1,Jio,organic,organic,A,view_service,0,1,0,124.0,9,1,1,1,0,118.34,Premium,High,5.7,1,1,0
200135,2025-12-20,Fri,Morning,31,Female,Kolkata,Delhi,India,Bengali,Android,Vivo V27,iOS 16,2.0.0,Airtel,google,brand_search,D,promo_click,0,0,1,183.0,5,0,0,0,0,82.05,Mid,Medium,0.0,0,0,1
200136,2026-05-10,Sun,Morning,41,Male,Jaipur,Delhi,India,Bengali,Android,iPhone 14,Android 12,1.2.3,Vi,google,welcome_offer,E,app_launch,1,0,0,223.0,6,0,1,0,0,290.45,Low,Low,1.5,0,0,1
200137,2025-03-08,Tue,Evening,29,Female,Bengaluru,Tamil Nadu,India,English,Android,OnePlus Nord,Android 14,2.0.0,ACT,google,organic,B,promo_click,0,0,1,120.0,6,0,0,1,0,112.33,Mid,Medium,1.0,0,0,1
200138,2025-08-25,Sat,Night,46,Female,Jaipur,Tamil Nadu,India,Tamil,iOS,Vivo V27,Android 13,2.1.1,ACT,meta,remarketing,E,promo_click,0,0,0,219.0,7,0,0,0,0,85.85,Mid,High,0.0,0,0,1
200139,2026-02-21,Wed,Afternoon,27,Female,Jaipur,Karnataka,India,Hindi,Android,iPhone 13,iOS 16,2.1.1,Vi,google,brand_search,E,app_launch,1,0,0,85.0,8,1,1,0,0,4.53,High,Low,2.7,1,0,1
200140,2025-11-10,Thu,Morning,43,Male,Chennai,Karnataka,India,English,Android,Vivo V27,Android 13,2.0.0,Vi,organic,welcome_offer,D,app_launch,1,1,0,71.0,9,1,1,0,0,81.29,Low,Medium,4.7,0,1,0
200141,2026-03-18,Wed,Afternoon,23,Male,Jaipur,Maharashtra,USA,English,Android,Vivo V27,iOS 17,2.0.0,BSNL,crm,welcome_offer,B,view_home,1,0,0,150.0,12,0,0,1,0,205.23,Low,Low,2.0,0,0,0
200142,2025-11-03,Fri,Night,19,Male,Mumbai,Karnataka,India,Tamil,Android,iPhone 14,iOS 17,1.1.0,Airtel,affiliate,lookalike,C,app_launch,1,0,0,65.0,12,0,1,0,0,88.87,Low,Low,2.5,0,0,1
200143,2025-02-27,Fri,Afternoon,48,Female,Delhi,Delhi,India,Tamil,Android,iPhone 14,iOS 17,1.0.1,Airtel,affiliate,remarketing,B,app_launch,0,0,0,62.0,6,1,1,0,0,19.67,Low,Low,2.7,0,0,1
200144,2025-09-29,Fri,Afternoon,23,Male,Pune,West Bengal,USA,Bengali,Android,Samsung A14,iOS 17,1.0.1,ACT,meta,welcome_offer,D,view_service,1,0,0,92.0,9,1,0,0,0,61.43,Low,High,1.2,0,0,1
200145,2025-04-15,Fri,Evening,58,Male,Chennai,Delhi,Canada,Telugu,Android,iPhone 13,Android 12,1.2.3,Jio,crm,organic,D,signup,0,0,1,438.0,8,0,0,0,1,23.63,High,Low,4.3,1,1,0
200146,2025-04-14,Fri,Afternoon,35,Other,Mumbai,Maharashtra,India,Tamil,iOS,iPhone 14,iOS 17,2.0.0,Other,crm,brand_search,D,view_home,0,1,1,34.0,10,1,0,1,0,85.59,Low,Medium,4.2,0,1,0
200147,2025-08-18,Mon,Night,21,Male,Mumbai,MP,UK,Hindi,Android,iPhone 14,Android 12,1.0.1,ACT,organic,brand_search,E,promo_click,1,0,1,370.0,12,0,0,0,0,58.23,Mid,High,2.3,0,0,0
200148,2026-05-07,Wed,Afternoon,21,Female,Delhi,West Bengal,India,English,Android,OnePlus Nord,iOS 17,1.1.0,Airtel,meta,brand_search,D,view_service,1,0,1,206.0,8,1,0,0,0,84.25,Mid,Low,1.2,0,0,1
200149,2026-03-24,Sun,Evening,51,Male,Chennai,West Bengal,USA,Telugu,Android,Oppo F21,Android 12,1.0.1,Other,crm,lookalike,A,notification_open,0,1,1,294.0,3,1,0,0,0,131.25,Mid,Low,4.5,0,1,0
200150,2025-07-11,Tue,Evening,21,Male,Hyderabad,Telangana,India,Telugu,Android,OnePlus Nord,iOS 16,1.1.0,Vi,meta,remarketing,E,signup,1,0,0,82.0,7,0,1,0,0,186.1,High,Low,1.5,1,0,1
200151,2025-10-02,Sun,Afternoon,27,Male,Indore,MP,India,Tamil,Android,Oppo F21,Android 12,1.0.1,BSNL,google,lookalike,D,notification_open,1,1,1,31.0,9,0,1,0,1,56.84,High,Medium,6.5,1,1,1
200152,2025-10-22,Sun,Morning,26,Female,Jaipur,Tamil Nadu,India,Bengali,Android,Redmi Note,Android 13,2.0.0,BSNL,referral,remarketing,A,signup,1,0,1,322.0,2,0,0,1,0,34.72,Mid,Low,2.3,0,0,0
200153,2026-04-07,Sat,Evening,18,Male,Hyderabad,Tamil Nadu,India,English,Android,iPhone 14,iOS 16,1.1.0,Vi,google,remarketing,E,view_service,0,0,0,615.0,7,0,1,0,0,269.34,Low,Low,2.8,0,0,1
200154,2026-04-04,Tue,Afternoon,58,Male,Pune,Telangana,India,English,Android,iPhone 14,Android 13,1.0.1,BSNL,affiliate,welcome_offer,C,view_service,0,1,1,542.0,7,0,1,0,1,209.7,Low,Low,7.8,0,1,1
200155,2026-03-11,Sun,Evening,21,Female,Pune,Karnataka,India,Hindi,Android,Vivo V27,iOS 16,2.0.0,ACT,meta,remarketing,D,view_service,0,0,1,158.0,7,1,1,1,0,63.57,Mid,Medium,3.7,0,0,1
200156,2026-01-04,Sun,Night,53,Male,Chennai,Tamil Nadu,India,English,Android,Redmi Note,Android 13,1.0.1,BSNL,referral,welcome_offer,B,notification_open,1,0,0,436.0,7,0,0,0,0,154.72,Low,Low,1.3,0,0,0
200157,2026-02-18,Fri,Afternoon,50,Male,Kolkata,Rajasthan,India,English,Android,OnePlus Nord,iOS 17,2.0.0,Airtel,affiliate,brand_search,A,notification_open,1,0,1,145.0,7,1,1,0,0,124.87,High,Medium,2.7,1,0,1
200158,2025-10-20,Fri,Evening,47,Female,Chennai,Maharashtra,UK,Hindi,Android,Vivo V27,Android 13,2.0.0,Other,referral,welcome_offer,C,notification_open,1,1,0,139.0,10,0,1,0,0,80.74,Mid,High,3.5,0,0,0
200159,2026-04-21,Tue,Night,51,Male,Kolkata,Delhi,India,English,Web,Samsung A14,iOS 16,1.1.0,Airtel,referral,brand_search,D,promo_click,1,0,1,96.0,6,1,0,0,0,133.77,Mid,Low,1.2,0,0,0
200160,2025-10-06,Sun,Afternoon,30,Female,Mumbai,Delhi,India,Bengali,Android,OnePlus Nord,Android 12,2.1.1,Airtel,referral,remarketing,B,app_launch,1,0,0,104.0,12,1,0,0,0,213.87,Premium,Medium,2.2,1,0,0
200161,2025-03-10,Sun,Afternoon,46,Male,Delhi,Karnataka,UK,English,Android,Vivo V27,iOS 17,2.1.1,Other,affiliate,organic,A,promo_click,1,0,1,134.0,5,0,0,1,0,38.64,Low,Low,1.0,0,0,1
200162,2025-05-04,Tue,Afternoon,29,Female,Pune,Maharashtra,India,Tamil,Web,OnePlus Nord,iOS 16,1.0.1,ACT,affiliate,welcome_offer,C,view_home,1,1,1,265.0,7,0,0,1,0,95.82,Mid,Low,4.3,0,1,1
200163,2025-03-26,Thu,Afternoon,47,Male,Delhi,Maharashtra,India,Tamil,Android,iPhone 13,iOS 16,1.0.1,Other,crm,lookalike,E,signup,1,0,1,153.0,13,0,1,0,0,136.71,Low,Low,2.5,0,0,0
200164,2026-02-14,Tue,Morning,55,Female,Jaipur,Maharashtra,India,English,Android,Oppo F21,Android 12,1.0.1,BSNL,meta,install_campaign,B,app_launch,0,1,1,296.0,9,0,1,0,0,131.84,Low,High,4.8,0,1,1
200165,2025-11-09,Tue,Night,49,Female,Indore,Maharashtra,India,Telugu,Android,Vivo V27,iOS 17,1.1.0,BSNL,affiliate,install_campaign,B,signup,0,1,0,119.0,11,0,0,0,0,126.84,Mid,Medium,3.0,0,0,1
200166,2025-03-25,Mon,Afternoon,40,Male,Chennai,Delhi,India,English,Web,Redmi Note,iOS 17,1.2.3,Vi,organic,brand_search,D,view_service,1,0,0,193.0,7,0,0,0,0,221.45,Mid,Medium,0.0,0,0,0
200167,2026-03-27,Wed,Evening,24,Female,Indore,Delhi,India,Telugu,Android,Vivo V27,iOS 17,1.1.0,Jio,affiliate,welcome_offer,B,promo_click,1,1,0,413.0,14,0,0,1,0,340.29,Mid,Medium,5.3,0,1,1
200168,2026-02-08,Tue,Afternoon,19,Female,Hyderabad,Delhi,India,Hindi,iOS,OnePlus Nord,Android 14,1.1.0,Jio,organic,organic,B,promo_click,1,0,1,148.0,8,0,1,0,0,102.99,Low,Medium,1.5,0,0,0
200169,2026-04-14,Fri,Afternoon,56,Female,Pune,Tamil Nadu,India,Telugu,Android,iPhone 14,iOS 16,1.1.0,BSNL,meta,organic,D,view_home,1,1,1,422.0,3,0,1,0,0,112.96,Mid,Low,4.8,0,1,1
200170,2026-04-24,Sun,Morning,44,Male,Chennai,Delhi,India,Tamil,Android,iPhone 13,Android 13,1.2.3,Other,referral,brand_search,D,view_home,0,0,1,222.0,9,0,0,0,0,55.34,Low,Low,0.0,0,0,0
200171,2025-12-16,Thu,Afternoon,43,Male,Jaipur,Tamil Nadu,India,Tamil,Android,Samsung A14,Android 14,2.0.0,BSNL,referral,lookalike,B,notification_open,1,0,1,154.0,8,0,0,1,0,33.69,Low,High,1.0,0,0,0
200172,2025-02-21,Mon,Morning,26,Male,Delhi,West Bengal,India,Hindi,Android,iPhone 14,Android 13,1.2.3,ACT,google,lookalike,C,view_home,1,1,1,449.0,4,0,0,1,0,138.09,Mid,Low,4.3,0,1,1
200173,2025-09-06,Tue,Afternoon,49,Male,Jaipur,West Bengal,India,Tamil,iOS,Redmi Note,iOS 17,2.0.0,BSNL,google,brand_search,A,app_launch,1,1,0,220.0,8,0,0,0,0,228.47,Mid,High,2.0,0,0,1
200174,2025-07-08,Sun,Night,44,Male,Pune,Delhi,India,Tamil,Android,Oppo F21,Android 14,2.1.1,BSNL,affiliate,install_campaign,D,view_service,1,1,0,324.0,12,1,1,1,0,261.05,Mid,Medium,8.0,0,1,1
200175,2025-03-16,Sun,Night,49,Male,Indore,Delhi,India,Telugu,iOS,Samsung A14,iOS 17,1.1.0,Vi,google,remarketing,A,view_home,1,1,0,106.0,3,0,0,0,0,183.54,High,Medium,2.0,1,0,1
200176,2025-03-13,Sat,Night,27,Female,Chennai,Karnataka,India,Bengali,Android,Vivo V27,Android 14,1.1.0,Other,crm,lookalike,E,app_launch,1,1,0,236.0,6,0,0,0,0,63.28,Mid,Medium,2.0,0,0,0
200177,2024-12-20,Thu,Afternoon,49,Female,Bengaluru,West Bengal,India,Hindi,Android,iPhone 14,Android 13,1.2.3,ACT,google,lookalike,D,signup,1,0,1,182.0,10,0,0,0,0,65.11,Mid,High,0.0,0,0,1
200178,2026-02-01,Tue,Morning,54,Male,Pune,MP,India,English,Android,Redmi Note,Android 13,1.2.3,Vi,crm,lookalike,E,view_home,1,1,1,196.0,4,1,1,0,0,41.95,Mid,Medium,4.7,0,1,0
200179,2026-04-02,Wed,Evening,54,Male,Indore,Maharashtra,India,Bengali,iOS,OnePlus Nord,iOS 17,1.1.0,BSNL,crm,welcome_offer,E,view_home,1,1,1,113.0,6,0,1,0,0,49.05,Mid,Medium,3.5,0,0,0
200180,2026-04-04,Sun,Morning,54,Male,Bengaluru,West Bengal,USA,Telugu,iOS,Vivo V27,iOS 16,1.0.1,BSNL,affiliate,install_campaign,B,signup,1,0,1,301.0,7,0,0,0,0,199.07,Premium,Medium,1.3,1,0,1
200181,2025-07-31,Mon,Morning,51,Female,Jaipur,Delhi,India,Telugu,Android,Oppo F21,iOS 16,1.2.3,Jio,google,brand_search,C,app_launch,1,0,0,234.0,9,0,1,0,0,43.12,Mid,Low,1.5,0,0,1
200182,2025-08-05,Sun,Afternoon,33,Female,Hyderabad,Delhi,India,English,Android,iPhone 13,iOS 16,1.0.1,Jio,meta,organic,B,notification_open,0,1,0,355.0,4,0,0,0,0,61.89,Premium,Low,3.3,1,0,1
200183,2025-12-20,Fri,Night,54,Male,Chennai,Telangana,India,Tamil,iOS,Vivo V27,Android 14,2.1.1,Airtel,google,organic,B,app_launch,1,0,0,415.0,7,0,0,1,0,131.34,Mid,Medium,2.3,0,0,1
200184,2026-02-01,Sat,Morning,21,Female,Mumbai,Tamil Nadu,UAE,English,Android,Samsung A14,Android 13,2.0.0,Jio,meta,install_campaign,E,notification_open,1,1,1,259.0,3,0,1,0,0,60.98,Mid,Low,4.8,0,1,1
200185,2025-10-20,Thu,Night,43,Male,Indore,West Bengal,India,Tamil,Android,iPhone 14,Android 14,1.0.1,Jio,meta,install_campaign,E,notification_open,0,0,1,125.0,7,0,0,0,0,55.66,High,Medium,0.0,1,0,1
200186,2025-09-16,Wed,Afternoon,25,Female,Bengaluru,Telangana,India,Tamil,Android,iPhone 13,iOS 17,1.2.3,Vi,affiliate,welcome_offer,B,promo_click,1,0,1,182.0,4,1,1,1,0,287.73,High,Low,3.7,1,0,1
200187,2025-03-07,Thu,Afternoon,37,Male,Kolkata,Tamil Nadu,India,Telugu,iOS,iPhone 14,iOS 16,2.1.1,Other,affiliate,brand_search,D,promo_click,1,1,1,71.0,11,0,1,0,0,210.33,Low,Medium,4.5,0,1,1
200188,2024-12-08,Sun,Afternoon,43,Male,Chennai,Tamil Nadu,India,Tamil,Web,iPhone 13,iOS 17,1.2.3,Vi,crm,brand_search,A,signup,1,1,1,269.0,11,0,0,0,0,149.1,Low,Medium,4.3,0,1,0
200189,2025-01-04,Sun,Night,30,Male,Mumbai,West Bengal,India,English,Android,OnePlus Nord,Android 13,2.1.1,Other,google,install_campaign,D,view_service,1,1,1,524.0,6,1,0,0,0,106.1,Low,Medium,4.5,0,1,1
200190,2025-01-05,Sat,Evening,20,Male,Kolkata,Telangana,India,English,Android,Vivo V27,Android 13,2.1.1,ACT,meta,organic,B,signup,0,0,0,33.0,6,1,0,0,0,107.71,Mid,Low,1.2,0,0,1
200191,2025-12-01,Mon,Night,34,Male,Chennai,Maharashtra,India,Tamil,Android,Samsung A14,Android 12,2.1.1,Airtel,google,brand_search,B,view_service,0,0,0,628.0,11,0,0,0,0,28.05,Mid,High,2.3,0,0,1
200192,2026-02-20,Tue,Night,51,Female,Delhi,West Bengal,India,Hindi,Android,Oppo F21,Android 13,1.2.3,Airtel,affiliate,brand_search,B,app_launch,1,1,1,244.0,3,0,0,0,0,286.21,Mid,Low,3.3,0,0,1
200193,2025-06-10,Mon,Afternoon,36,Female,Chennai,Maharashtra,India,Telugu,Android,Samsung A14,Android 13,1.1.0,BSNL,organic,welcome_offer,D,notification_open,1,0,0,37.0,6,0,1,0,0,296.18,Low,Medium,1.5,0,0,0
200194,2026-03-02,Wed,Morning,48,Female,Delhi,Delhi,India,Bengali,Web,Vivo V27,iOS 16,2.0.0,Vi,google,organic,D,app_launch,1,0,0,172.0,5,1,0,0,0,45.64,Low,Medium,1.2,0,0,1
200195,2025-04-08,Tue,Night,37,Male,Delhi,Delhi,India,Hindi,Android,Vivo V27,Android 14,1.0.1,Other,google,install_campaign,B,notification_open,0,0,1,83.0,8,0,1,0,0,164.14,Low,Low,1.5,0,0,1
200196,2026-05-24,Sun,Morning,24,Female,Mumbai,Tamil Nadu,India,Telugu,Android,iPhone 14,Android 13,2.1.1,Airtel,meta,remarketing,C,view_home,0,0,0,455.0,6,0,0,0,0,117.11,High,Low,1.3,1,0,1
200197,2025-06-23,Tue,Afternoon,22,Female,Indore,Rajasthan,India,Tamil,iOS,iPhone 13,Android 14,1.2.3,Airtel,google,welcome_offer,E,view_home,0,1,1,685.0,9,0,0,0,0,375.28,Mid,Low,3.3,0,0,1
200198,2025-09-01,Mon,Night,25,Female,Hyderabad,Tamil Nadu,India,Tamil,Web,Samsung A14,iOS 16,1.1.0,Vi,google,welcome_offer,E,promo_click,1,0,0,299.0,7,0,0,0,0,47.62,Mid,Medium,1.3,0,0,1
200199,2026-02-03,Sat,Morning,59,Female,Delhi,MP,India,Tamil,Android,Samsung A14,iOS 16,2.1.1,Jio,crm,remarketing,E,promo_click,0,0,1,70.0,11,1,0,0,0,97.85,Low,High,2.2,0,0,0
200200,2025-05-11,Fri,Afternoon,43,Female,Jaipur,Rajasthan,UK,Telugu,Web,Vivo V27,iOS 16,1.0.1,Airtel,affiliate,install_campaign,A,promo_click,1,1,1,52.0,7,0,0,0,0,76.17,Low,Low,2.0,0,0,1
200201,2025-03-29,Mon,Morning,42,Male,Kolkata,Telangana,India,Tamil,Android,OnePlus Nord,iOS 17,1.0.1,Vi,affiliate,welcome_offer,B,view_home,1,1,0,181.0,5,0,0,0,0,340.22,Low,Low,2.0,0,0,1
200202,2025-11-08,Mon,Afternoon,35,Male,Chennai,MP,India,Telugu,iOS,iPhone 13,iOS 17,1.2.3,Airtel,referral,welcome_offer,B,view_service,1,1,0,263.0,8,0,1,0,0,318.85,Low,Low,4.8,0,1,0
200203,2025-04-05,Tue,Morning,37,Female,Kolkata,Tamil Nadu,India,Tamil,iOS,Redmi Note,Android 13,2.1.1,Jio,meta,lookalike,E,app_launch,1,0,1,377.0,9,0,1,0,0,133.27,Mid,Low,2.8,0,0,1
200204,2025-03-23,Fri,Morning,55,Female,Mumbai,Delhi,India,Hindi,iOS,Redmi Note,iOS 17,2.0.0,Vi,organic,install_campaign,C,signup,1,1,1,162.0,11,1,0,1,0,200.9,Mid,Medium,5.2,0,1,0
200205,2025-05-21,Sat,Night,24,Female,Hyderabad,MP,India,Telugu,Android,iPhone 14,iOS 17,2.1.1,ACT,organic,brand_search,E,view_home,1,0,1,291.0,3,0,0,0,0,104.7,Mid,Low,1.3,0,0,0
200206,2025-05-23,Tue,Afternoon,55,Male,Delhi,Maharashtra,India,Telugu,Web,iPhone 14,iOS 16,1.1.0,BSNL,google,brand_search,A,app_launch,0,0,1,13.0,7,0,1,1,0,109.88,Low,Low,2.5,0,0,1
200207,2025-01-16,Thu,Night,19,Male,Chennai,Telangana,India,Bengali,iOS,Oppo F21,iOS 16,1.2.3,Jio,affiliate,welcome_offer,A,promo_click,1,0,1,68.0,4,1,1,0,0,180.27,High,High,2.7,1,0,1
200208,2025-01-11,Fri,Morning,46,Female,Pune,Tamil Nadu,India,Hindi,Web,Redmi Note,Android 12,2.0.0,Vi,affiliate,welcome_offer,B,notification_open,1,0,0,175.0,12,0,0,0,0,209.75,Low,High,1.0,0,0,1
200209,2026-05-15,Thu,Afternoon,44,Male,Chennai,Telangana,India,English,Android,OnePlus Nord,Android 13,2.0.0,Airtel,referral,lookalike,B,signup,1,1,1,138.0,7,0,0,0,0,150.76,Low,Medium,2.0,0,0,0
200210,2025-05-16,Thu,Evening,20,Male,Pune,Rajasthan,India,Tamil,Android,Vivo V27,iOS 17,1.2.3,Other,crm,welcome_offer,D,view_home,1,1,1,180.0,6,0,0,0,0,95.27,Mid,Medium,2.0,0,0,0
200211,2025-08-20,Sat,Afternoon,47,Male,Kolkata,Maharashtra,India,Hindi,Android,iPhone 14,Android 14,1.0.1,Airtel,google,lookalike,C,app_launch,1,0,1,139.0,5,0,1,0,0,117.96,Low,Medium,1.5,0,0,1
200212,2025-08-06,Sat,Evening,21,Female,Bengaluru,Karnataka,India,Telugu,iOS,Vivo V27,Android 14,2.1.1,ACT,organic,brand_search,C,promo_click,1,1,0,215.0,13,0,1,1,1,96.27,High,Low,8.5,1,1,0
200213,2026-03-24,Tue,Night,47,Male,Mumbai,Tamil Nadu,India,Bengali,Android,Samsung A14,iOS 17,1.2.3,Vi,crm,brand_search,C,view_service,1,0,1,189.0,15,1,1,0,0,253.29,Premium,Low,3.7,1,0,0
200214,2025-08-24,Wed,Morning,33,Female,Indore,Delhi,India,Hindi,iOS,Samsung A14,iOS 17,1.0.1,Vi,crm,organic,B,promo_click,1,1,0,314.0,14,1,1,0,1,80.15,Premium,Low,10.0,1,1,0
200215,2025-01-17,Sat,Morning,26,Male,Hyderabad,Karnataka,India,English,Android,OnePlus Nord,Android 12,2.0.0,Other,google,lookalike,C,app_launch,1,1,1,41.0,12,1,0,0,0,49.03,Mid,Low,4.2,0,1,1
200216,2024-12-23,Sat,Night,38,Male,Kolkata,Telangana,India,Telugu,Android,iPhone 14,iOS 16,1.0.1,Other,affiliate,brand_search,E,view_service,1,1,1,273.0,11,0,1,1,0,34.16,Low,Medium,6.8,0,1,1
200217,2025-08-06,Wed,Afternoon,47,Female,Pune,MP,India,English,Android,Samsung A14,Android 13,2.1.1,Other,crm,welcome_offer,C,view_home,1,0,1,139.0,10,0,0,0,0,25.94,Low,Low,0.0,0,0,0
200218,2025-03-08,Mon,Evening,27,Male,Mumbai,MP,India,Telugu,Android,iPhone 14,Android 13,2.1.1,BSNL,organic,remarketing,D,notification_open,1,0,1,180.0,7,0,0,0,0,192.66,High,High,0.0,1,0,0
200219,2025-08-30,Sat,Morning,23,Female,Jaipur,MP,India,Hindi,Android,iPhone 14,Android 14,2.0.0,Jio,affiliate,remarketing,C,view_home,0,1,0,206.0,10,0,1,0,0,395.7,Mid,Medium,3.5,0,0,1
